Unnamed: 0,ID,tags,text,new_tags,labels,label_combination,label_combination_adjusted
518,NCT03089281,"20:33:chronic_disease,,,,,,,",Moderate to severe heart failure (NYHA Class III-IV) with EF ≤ 35% and QRS duration ≥ 120 ms,19:32:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
1598,NCT02243813,90:103:chronic_disease,Current or past history of meeting Diagnostic and Statistics Manual (DSM)-5 criteria for Schizophrenia,89:102:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
387,NCT02533882,16:22:chronic_disease,Diagnosed with stroke,15:21:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
5672,NCT02261519,"40:53:chronic_disease,,196:209:chronic_disease,214:233:chronic_disease","Physician confirmed DSM-V diagnosis of schizophrenia for the past 2 years based on subject's history and confirmed by psychiatric evaluation and MINI International Neuropsychiatric Interview For Schizophrenia and Psychotic Disorders, version 7.0 (MINI, Version 7.0)","39:52:chronic_disease,195:208:chronic_disease,213:232:chronic_disease",['chronic_disease'],chronic_disease,chronic_disease
4147,NCT01893554,31:34:chronic_disease,Currently enrolled in another RSV study,30:33:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
558,NCT00065676,1:14:chronic_disease,heart failure,0:13:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
2283,NCT02688647,"1:27:chronic_disease,,",Severe concomitant illness limiting life expectancy (< 1 year),0:26:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
5348,NCT02453373,"8:32:chronic_disease,44:46:chronic_disease,50:52:chronic_disease,80:91:chronic_disease,,,140:151:treatment",severe ventricular dysrhythmias (sustained VT or VF) ) which cause significant hypotension (SBP ≤ 120 mmHg requiring more than two pressor medications),"7:31:chronic_disease,43:45:chronic_disease,49:51:chronic_disease,79:90:chronic_disease,139:150:treatment","['chronic_disease', 'treatment']",chronic_disease_treatment,chronic_disease_treatment
5753,NCT02187198,"44:55:chronic_disease,65:76:chronic_disease,84:98:chronic_disease,100:105:chronic_disease,107:116:chronic_disease,121:138:chronic_disease,149:172:treatment","serious unstable medical illness including bradycardia or other arrhythmias, major cardiovascular, renal, endocrine, or hepatic disorders for which buprenorphine treatment is contraindicated or which at the determination of the MD is medically dangerous","43:54:chronic_disease,64:75:chronic_disease,83:97:chronic_disease,99:104:chronic_disease,106:115:chronic_disease,120:137:chronic_disease,148:171:treatment","['chronic_disease', 'treatment']",chronic_disease_treatment,chronic_disease_treatment
4954,NCT02640950,"12:23:chronic_disease,25:33:chronic_disease,37:53:chronic_disease,55:86:treatment","History of head injury, epilepsy or seizure disorder, non-removable metallic implants or objects in or around the head","11:22:chronic_disease,24:32:chronic_disease,36:52:chronic_disease,54:85:treatment","['chronic_disease', 'treatment']",chronic_disease_treatment,chronic_disease_treatment
5165,NCT02525029,"9:31:chronic_disease,52:67:treatment,89:114:treatment",Current thromboembolic disease requiring full-dose anticoagulation - patients receiving pharmacologic prophylaxis for thromboembolic disease will be eligible,"8:30:chronic_disease,51:66:treatment,88:113:treatment","['chronic_disease', 'treatment']",chronic_disease_treatment,chronic_disease_treatment
6099,NCT01895777,"1:31:treatment,56:63:treatment,113:131:chronic_disease",unwarranted radiation exposure as a result of a repeat CT scan at day 84 for a patient with an isolated case of pulmonary embolism evaluated at baseline solely by a CT scan,"0:30:treatment,55:62:treatment,112:130:chronic_disease","['chronic_disease', 'treatment']",chronic_disease_treatment,chronic_disease_treatment
4971,NCT02607748,"1:17:chronic_disease,56:88:treatment,,148:151:chronic_disease,,","Asymptomatic CAD group: 40 patients who have undergone Coronary Artery Calcium scanning within 6 months prior to the imaging visit, matched to the ACS patients for age, gender, and CAC score","0:16:chronic_disease,55:87:treatment,147:150:chronic_disease","['chronic_disease', 'treatment']",chronic_disease_treatment,chronic_disease_treatment
2026,NCT01461837,1:13:treatment,Liver biopsy is optional to assess for iron overload in chronically transfused patients,0:12:treatment,['treatment'],treatment,treatment
3178,NCT02620579,21:44:treatment,previous history of upper-extremity surgery,20:43:treatment,['treatment'],treatment,treatment
6083,NCT01906385,"37:109:treatment,122:145:treatment,151:162:treatment,202:224:treatment","Progression following both standard combined modality treatment with radiation and temozolomide chemotherapy, as well as anti-angiogenic therapy (ie, bevacizumab; patients not eligible for or refusing antiangiogenic therapy will also be allowed)","36:108:treatment,121:144:treatment,150:161:treatment,201:223:treatment",['treatment'],treatment,treatment
3607,NCT02388685,1:33:treatment,Lower extremity vascular surgery,0:32:treatment,['treatment'],treatment,treatment
3116,NCT02700451,",,22:42:treatment",Require 1 or 2 level lumbar spinal fusion through posterior or lateral approach,21:41:treatment,['treatment'],treatment,treatment
3946,NCT02124772,16:29:treatment,"Any prohibited medication(s), currently used or expected to be required",15:28:treatment,['treatment'],treatment,treatment
5358,NCT02451488,",92:114:treatment,116:128:treatment,132:154:treatment",WOCBP include any female who has experienced menarche and who has not undergone successful surgical sterilization (hysterectomy or bilateral oophorectomy) or is not postmenopausal,"91:113:treatment,115:127:treatment,131:153:treatment",['treatment'],treatment,treatment
4464,NCT00383656,"22:37:treatment,",who have not been on gonadal steroid preparations for at least 1 month,21:36:treatment,['treatment'],treatment,treatment
5733,NCT02201992,"34:61:treatment,65:82:treatment,,,120:129:treatment,134:146:treatment",Patients must have completed any prior adjuvant chemotherapy or radiation therapy 2 or more weeks (6 or more weeks for mitomycin and nitrosoureas) prior to randomization and be adequately recovered at the time of randomization,"33:60:treatment,64:81:treatment,119:128:treatment,133:145:treatment",['treatment'],treatment,treatment
3090,NCT02744430,27:61:treatment,Patients already taking a beta-adrenergic agonist medication,26:60:treatment,['treatment'],treatment,treatment
3085,NCT02748070,22:46:treatment,scheduled to undergo endoscopic sinus surgery,21:45:treatment,['treatment'],treatment,treatment
6142,NCT01829958,"18:27:treatment,52:58:treatment,60:67:treatment,71:77:treatment,128:146:treatment","Intended initial treatment to include ≥2 cycles of R-CHOP, R-EPOCH or R-CEPP using standard doses and schedule.(68, 69) R-CHOP chemoimmunotherapy may be given every 14 days or every 21 days","17:26:treatment,51:57:treatment,59:66:treatment,70:76:treatment,127:145:treatment",['treatment'],treatment,treatment
3819,NCT02222545,24:35:treatment,Have a positive direct Coombs test,23:34:treatment,['treatment'],treatment,treatment
6377,NCT01059786,"1:10:treatment,,,159:175:treatment,213:228:treatment","Treatment indicated based on demonstration of at least one of the following no more than 4 weeks from the time of enrollment, and no less than 6 months after prior cladribine and no less than 4 weeks after other prior treatment","0:9:treatment,158:174:treatment,212:227:treatment",['treatment'],treatment,treatment
3361,NCT02520778,"27:35:treatment,",must discontinue previous EGFR-TKI at least 7 days prior to study enrollment,26:34:treatment,['treatment'],treatment,treatment
3970,NCT02101944,",,,,134:159:treatment",Females of childbearing potential (FCBP) must have a negative serum or urine pregnancy test with a sensitivity of at least 50 mIU/mL prior to starting therapy and prior to beginning another cycle,133:158:treatment,['treatment'],treatment,treatment
3752,NCT02278315,",,47:69:treatment","Platelet count < 100,000/uL without full-dose anticogulation therapy",46:68:treatment,['treatment'],treatment,treatment
1762,NCT00720785,",,53:74:treatment",Left ventricular ejection fraction less than 40% by echocardiogram (ECHO),52:73:treatment,['treatment'],treatment,treatment
3794,NCT02243813,23:52:treatment,Agree not to take any Pro-re-nata (PRN) medications on the mornings of drug sessions,22:51:treatment,['treatment'],treatment,treatment
5695,NCT02236000,"15:45:treatment,,96:114:treatment,137:153:treatment",Chronic daily treatment with corticosteroids with a dose of greater than or equal to 10 mg/day methylprednisolone equivalent (excluding inhaled steroids),"14:44:treatment,95:113:treatment,136:152:treatment",['treatment'],treatment,treatment
3868,NCT02176161,1:28:treatment,oral glucocorticoid therapy,0:27:treatment,['treatment'],treatment,treatment
4827,NCT02915744,"1:14:treatment,36:47:treatment,39:47:treatment,66:84:treatment,94:107:treatment,111:117:treatment,123:135:treatment,137:156:treatment","prior therapy (administered in the neoadjuvant, adjuvant, and/or metastatic setting) with an anthracycline, a taxane, and capecitabine (prior anthracycline can be omitted if not medically appropriate or contraindicated for the patient)","0:13:treatment,35:46:treatment,38:46:treatment,65:83:treatment,93:106:treatment,110:116:treatment,122:134:treatment,136:155:treatment",['treatment'],treatment,treatment
3320,NCT02544503,8:49:treatment,Use of central nervous system (CNS) active drugs that block plasticity,7:48:treatment,['treatment'],treatment,treatment
3293,NCT02558972,"1:17:treatment,",Prior medication will be stopped for at least 2 weeks,0:16:treatment,['treatment'],treatment,treatment
5121,NCT02543866,"38:71:treatment,101:120:treatment,129:136:treatment,138:143:treatment,148:164:treatment,168:192:treatment","Patients with past or current use of systemic immunosuppressive agents will be excluded. Receipt of non-systemic agents such as inhaled, nasal, or topical steroids or immune-modulating agents","37:70:treatment,100:119:treatment,128:135:treatment,137:142:treatment,147:163:treatment,167:191:treatment",['treatment'],treatment,treatment
1595,NCT02233868,1:16:treatment,antidepressants,0:15:treatment,['treatment'],treatment,treatment
5291,NCT02484248,"1:10:treatment,16:31:treatment,35:55:treatment,",treatment with corticosteroids or oral cromolyn sodium in the four weeks prior to enrollment,"0:9:treatment,15:30:treatment,34:54:treatment",['treatment'],treatment,treatment
2169,NCT03034564,1:10:treatment,modafinil,0:9:treatment,['treatment'],treatment,treatment
3329,NCT02540330,1:48:treatment,Concurrent treatment with another anti-estrogen,0:47:treatment,['treatment'],treatment,treatment
3264,NCT02568267,1:25:treatment,Prior anticancer therapy,0:24:treatment,['treatment'],treatment,treatment
1532,NCT03080142,22:45:treatment,Patients on systemic anticoagulation therapy,21:44:treatment,['treatment'],treatment,treatment
2836,NCT02826668,31:51:allergy_name,absolute contraindications of neuraxial anesthesia including patient refusal,30:50:allergy_name,['allergy_name'],allergy_name,allergy_name
1916,NCT03153319,31:41:allergy_name,Known or suspected allergy to adalimumab or related products,30:40:allergy_name,['allergy_name'],allergy_name,allergy_name
3971,NCT01893554,31:48:allergy_name,Known hypersensitivity to any vaccine component,30:47:allergy_name,['allergy_name'],allergy_name,allergy_name
1197,NCT02398773,26:50:cancer,Histologically confirmed metastatic breast cancer,25:49:cancer,['cancer'],cancer,cancer
1597,NCT02338232,1:25:cancer,Myelodysplastic syndrome,0:24:cancer,['cancer'],cancer,cancer
1427,NCT01660607,1:29:cancer,"Chronic myelogenous leukemia (accelerated, blast or second chronic phase)",0:28:cancer,['cancer'],cancer,cancer
4742,NCT02734771,"57:89:cancer,93:121:cancer,125:156:cancer","Patients with a history of curative, surgically treated basal or squamous cell carcinoma or stage 1 melanoma of the skin or in situ carcinoma of the cervix are eligible","56:88:cancer,92:120:cancer,124:155:cancer",['cancer'],cancer,cancer
6105,NCT01532687,"39:49:cancer,66:85:cancer,97:128:cancer,130:146:cancer,148:172:cancer,178:187:cancer,191:216:cancer","Histologically confirmed diagnosis of metastatic or unresectable soft tissue sarcoma, excluding gastrointestinal stromal tumors, Kaposi's sarcoma, Ewing's family of tumors, and embryonal or alveolar rhabdomyosarcoma","38:48:cancer,65:84:cancer,96:127:cancer,129:145:cancer,147:171:cancer,177:186:cancer,190:215:cancer",['cancer'],cancer,cancer
2455,NCT03149549,39:89:cancer,Histologically confirmed diagnosis of metastatic or locally advanced unresectable tumors,38:88:cancer,['cancer'],cancer,cancer
1881,NCT01644591,39:57:cancer,All patients with histologic proof of malignant melanoma,38:56:cancer,['cancer'],cancer,cancer
380,NCT02993900,31:43:cancer,Children do not develop these malignancies and therefore are not considered candidates for this trial,30:42:cancer,['cancer'],cancer,cancer
633,NCT01880567,"17:20:cancer,,",Newly diagnosed MCL: Age > 65 years at the time of signing the informed consent,16:19:cancer,['cancer'],cancer,cancer
385,NCT02553941,18:30:cancer,History of other malignancies,17:29:cancer,['cancer'],cancer,cancer
6146,NCT01415752,"4:17:treatment,22:25:cancer,,46:61:treatment","No prior therapy for MCL, except < 1 week of steroid therapy for symptom control","3:16:treatment,21:24:cancer,45:60:treatment","['cancer', 'treatment']",cancer_treatment,cancer_treatment
4377,NCT02542202,"17:26:treatment,30:46:cancer,59:77:treatment,79:103:treatment,105:130:treatment","the modality of treatment of brain metastases can include surgical resection, whole brain radiotherapy, stereotactic radiosurgery, or any combination of the above","16:25:treatment,29:45:cancer,58:76:treatment,78:102:treatment,104:129:treatment","['cancer', 'treatment']",cancer_treatment,cancer_treatment
5417,NCT02315196,"37:46:treatment,58:96:treatment,120:133:cancer",Patients may not receive concurrent treatment with other investigational or commercial agent(s) for treatment of their breast cancer,"36:45:treatment,57:95:treatment,119:132:cancer","['cancer', 'treatment']",cancer_treatment,cancer_treatment
5963,NCT01835626,"7:19:treatment,47:53:cancer,86:95:treatment,86:103:treatment",Prior radiotherapy to the region of the study cancer that would result in overlap of radiation therapy fields in such a way that curative intent with radiation cannot be met,"6:18:treatment,46:52:cancer,85:94:treatment,85:102:treatment","['cancer', 'treatment']",cancer_treatment,cancer_treatment
2781,NCT02890979,34:52:chronic_disease,Subjects with known or suspected esophageal varices,33:51:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
2372,NCT01896999,6:32:chronic_disease,have primary refractory disease,5:31:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
5772,NCT02033616,"1:17:chronic_disease,111:125:chronic_disease,129:147:chronic_disease","Active infection or other active medical condition that could be eminently life-threatening, including active blood clotting or bleeding diathesis","0:16:chronic_disease,110:124:chronic_disease,128:146:chronic_disease",['chronic_disease'],chronic_disease,chronic_disease
1755,NCT02796209,1:26:chronic_disease,Impaired hepatic function,0:25:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
2659,NCT02992899,26:63:chronic_disease,Do not meet criteria for post traumatic stress disorder (PTSD),25:62:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
3168,NCT02529748,91:101:chronic_disease,"Adults with a past history of dermal sensitization, skin allergy, or dermal irritation or dermatitis because of the potential to have compromised barrier function in the skin",90:100:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
4288,NCT00358657,1:4:chronic_disease,SAA diagnostic criteria may be applied to assessment at initial diagnosis or follow-up assessments,0:3:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
5183,NCT02451423,"13:35:chronic_disease,,,111:132:chronic_disease,,172:183:chronic_disease,188:203:chronic_disease","Significant cardiovascular disease, such as New York Heart Association cardiac disease (Class II or greater), myocardial infarction within the previous 3 months, unstable arrhythmias, or unstable angina","12:34:chronic_disease,110:131:chronic_disease,171:182:chronic_disease,187:202:chronic_disease",['chronic_disease'],chronic_disease,chronic_disease
1176,NCT02542202,"1:35:chronic_disease,,",Human immunodeficiency virus (HIV) positive with cluster of differentiation (CD)4 count < 200 cells/microliter,0:34:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
1958,NCT03078491,23:26:chronic_disease,Clinical diagnosis of T1D,22:25:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
2467,NCT03137173,14:72:chronic_disease,"Diagnosis of acute bacterial skin and skin structure infection (ABSSSI), with a regional or systemic sign of infection",13:71:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
4649,NCT02914561,"26:28:chronic_disease,37:59:chronic_disease,61:88:chronic_disease,90:98:chronic_disease,100:120:chronic_disease","Current complications of CD such as symptomatic strictures, severe rectal/anal stenosis, fistulae, short bowel syndrome, etc","25:27:chronic_disease,36:58:chronic_disease,60:87:chronic_disease,89:97:chronic_disease,99:119:chronic_disease",['chronic_disease'],chronic_disease,chronic_disease
6174,NCT01261728,"7:41:chronic_disease,45:86:chronic_disease,112:128:chronic_disease",Known human immunodeficiency virus (HIV) or acquired immunodeficiency syndrome (AIDS)-related illness or other active infection,"6:40:chronic_disease,44:85:chronic_disease,111:127:chronic_disease",['chronic_disease'],chronic_disease,chronic_disease
2459,NCT03145298,12:27:chronic_disease,history of viral hepatitis,11:26:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
2553,NCT03073785,45:79:chronic_disease,patients with either initially diagnosed or recurrent locally advanced disease,44:78:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
2029,NCT02666378,14:40:chronic_disease,Uncontrolled serious concurrent illness,13:39:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
4632,NCT02942095,"12:37:chronic_disease,39:78:chronic_disease,89:123:chronic_disease","Ongoing or active systemic infection, active hepatitis B or C virus infection, or known human immunodeficiency virus (HIV) positive","11:36:chronic_disease,38:77:chronic_disease,88:122:chronic_disease",['chronic_disease'],chronic_disease,chronic_disease
2705,NCT02946892,22:53:chronic_disease,significant systemic ventricular outflow obstruction,21:52:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
3711,NCT02164734,1:20:chronic_disease,Pulmonary air leaks,0:19:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
1347,NCT02516696,51:70:chronic_disease,"Subject has any clinically significant medical or psychiatric disease or condition that, in the Investigator's opinion, may interfere with protocol adherence or a subject's ability to give informed consent",50:69:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
1781,NCT02709980,1:12:chronic_disease,Sleep apnea,0:11:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
2722,NCT02931110,13:25:chronic_disease,symptomatic dysrhythmias,12:24:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
1442,NCT01822522,16:43:chronic_disease,Any history of congenital long QT syndrome,15:42:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
869,NCT01712308,1:26:chronic_disease,Uncontrolled hypertension,0:25:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
2343,NCT00977977,"1:10:chronic_disease,,,,,,","Cytopenia (neutrophils <1500/mm^3 and/or thrombocytopenia <75,000) and/or CD4 T cell count <200/mm^3)",0:9:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
1402,NCT02357784,7:25:chronic_disease,has a neurologic disease,6:24:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
4068,NCT01684397,"1:24:chronic_disease,",pulmonary embolism (PE) in the past 6 months,0:23:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
3009,NCT02599922,",,64:70:chronic_disease",Refractive error of ≥ -8.00 diopters (spherical equivalent) of myopia in the study eye,63:69:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
5472,NCT02272998,"33:59:chronic_disease,63:80:chronic_disease,104:123:chronic_disease",Patients with history of active hepatitis B or C infection or chronic hepatitis with Child Pugh B or C hepatic dysfunction,"32:58:chronic_disease,62:79:chronic_disease,103:122:chronic_disease",['chronic_disease'],chronic_disease,chronic_disease
2550,NCT03076021,1:27:chronic_disease,Attention deficit disorder,0:26:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
1091,NCT02266784,74:78:chronic_disease,"(Inattentive Symptoms, Hyperactive-Impulsive Symptoms, Total Symptoms or ADHD Index) on both the Self-Report",73:77:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
1065,NCT02985801,1:16:chronic_disease,Crohn's disease,0:15:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
3273,NCT02478684,1:9:chronic_disease,Meconium,0:8:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
4230,NCT00959140,13:34:chronic_disease,evidence of progressive infection by imaging studies,12:33:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
1125,NCT01850355,21:43:chronic_disease,Clinically unstable psychiatric conditions or judged to be at serious suicidal risk,20:42:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
4836,NCT02582827,"12:24:chronic_disease,26:36:chronic_disease,40:50:chronic_disease",History of vasculitides (autoimmune or idiopathic),"11:23:chronic_disease,25:35:chronic_disease,39:49:chronic_disease",['chronic_disease'],chronic_disease,chronic_disease
1308,NCT01696734,1:14:chronic_disease,gastroparesis,0:13:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
5523,NCT02233868,"15:26:treatment,66:91:treatment,93:101:chronic_disease,103:120:chronic_disease,134:158:treatment,160:177:treatment,195:224:treatment,226:237:treatment,238:266:treatment,268:277:treatment",The following medications are allowable for entry on this study: analgesics (non-narcotic); antacids; antiasthma agents that are not systemic corticosteroids; antifungal agents for topical use; antihistamines (non-sedating); H2-Blockers/PPI (proton pump inhibitors); laxatives,"14:25:treatment,65:90:treatment,92:100:chronic_disease,102:119:chronic_disease,133:157:treatment,159:176:treatment,194:223:treatment,225:236:treatment,237:265:treatment,267:276:treatment","['chronic_disease', 'treatment']",chronic_disease_treatment,chronic_disease_treatment
5245,NCT02414139,"24:49:chronic_disease,53:77:chronic_disease,112:133:treatment","Presence or history of interstitial lung disease or interstitial pneumonitis, including clinically significant radiation pneumonitis","23:48:chronic_disease,52:76:chronic_disease,111:132:treatment","['chronic_disease', 'treatment']",chronic_disease_treatment,chronic_disease_treatment
5493,NCT02261519,"30:45:treatment,49:66:treatment,55:65:treatment,87:100:chronic_disease,151:175:treatment,","Initiation or dose change of benzodiazepines or sleep medications due to worsening of schizophrenia symptoms or medication side effects, or any other psychotropic medications within 4 weeks prior to screening","29:44:treatment,48:65:treatment,54:64:treatment,86:99:chronic_disease,150:174:treatment","['chronic_disease', 'treatment']",chronic_disease_treatment,chronic_disease_treatment
5519,NCT02235857,"1:32:treatment,47:65:chronic_disease,82:94:chronic_disease",Pediatric post renal transplant patients with nephrotic syndrome associated with primary FSGS,"0:31:treatment,46:64:chronic_disease,81:93:chronic_disease","['chronic_disease', 'treatment']",chronic_disease_treatment,chronic_disease_treatment
4325,NCT01943851,"12:36:chronic_disease,48:63:chronic_disease,68:89:chronic_disease,92:112:treatment,117:125:treatment,","History of acute coronary syndromes (including unstable angina and myocardial infarction), coronary angioplasty, or stenting within the past 3 months","11:35:chronic_disease,47:62:chronic_disease,67:88:chronic_disease,91:111:treatment,116:124:treatment","['chronic_disease', 'treatment']",chronic_disease_treatment,chronic_disease_treatment
5023,NCT02516332,"39:46:chronic_disease,125:134:treatment,151:176:treatment","Similarly, patients who pose an acute suicide or homicide risk or who, during the course of the study, would likely require treatment with additional psychopharmacologic agent","38:45:chronic_disease,124:133:treatment,150:175:treatment","['chronic_disease', 'treatment']",chronic_disease_treatment,chronic_disease_treatment
6206,NCT00977977,"22:31:chronic_disease,35:63:chronic_disease,94:106:treatment",Clinical evidence of cirrhosis or chronic active liver disease sufficiently severe to impair cyclosporine metabolism; this would include a prolonged prothrombin time,"21:30:chronic_disease,34:62:chronic_disease,93:105:treatment","['chronic_disease', 'treatment']",chronic_disease_treatment,chronic_disease_treatment
4983,NCT02525692,"5:12:treatment,28:55:treatment,64:81:treatment,",Any surgery (not including minor diagnostic procedures such as lymph node biopsy) within 2 weeks of baseline disease assessments; or not fully recovered from any side effects of previous procedures,"4:11:treatment,27:54:treatment,63:80:treatment",['treatment'],treatment,treatment
3858,NCT02041936,1:11:treatment,atracurium,0:10:treatment,['treatment'],treatment,treatment
3172,NCT02524379,",105:119:treatment",Breast-feeding women who do not agree to stop breast-feeding during and for 7 days following the end of oral glyburide administration,104:118:treatment,['treatment'],treatment,treatment
3110,NCT02561104,91:102:treatment,Poor dilating pupil such that the iris is not peripheral to the intended diameter for the capsulotomy,90:101:treatment,['treatment'],treatment,treatment
2287,NCT02048722,"27:38:treatment,","Major surgical procedure, open biopsy, or significant traumatic injury within 28 days before registration",26:37:treatment,['treatment'],treatment,treatment
453,NCT02519322,"5:18:treatment,",Any major surgery within the last 3 weeks,4:17:treatment,['treatment'],treatment,treatment
202,NCT02995590,63:66:treatment,Subjects with any implanted device that cannot be verified as MRI compliant,62:65:treatment,['treatment'],treatment,treatment
3642,NCT02222545,1:35:treatment,prophylactic antimicrobial therapy administered as standard of care is allowed,0:34:treatment,['treatment'],treatment,treatment
2825,NCT02836899,31:72:treatment,Administration of one or more Packed Red Blood Cells (RBCs) transfusion in the week prior to enrollment,30:71:treatment,['treatment'],treatment,treatment
1073,NCT02762006,12:34:treatment,history of bilateral oophorectomy,11:33:treatment,['treatment'],treatment,treatment
3192,NCT02516670,26:46:treatment,Patient may be receiving bone targeted agents,25:45:treatment,['treatment'],treatment,treatment
5507,NCT02252081,"12:35:treatment,39:45:treatment,,104:125:treatment","Use of any investigational product or device within 30 days prior to screening, or requirement for any investigational agent prior to completion of all scheduled study assessments","11:34:treatment,38:44:treatment,103:124:treatment",['treatment'],treatment,treatment
5975,NCT01817751,"47:71:treatment,86:101:treatment,116:133:treatment",persons who require ongoing administration of STRONG CYP3A4 inhibitors and/or STRONG CYP3A4 inducers and/or STRONG CYP2C9 inhibitors,"46:70:treatment,85:100:treatment,115:132:treatment",['treatment'],treatment,treatment
2213,NCT01696734,",46:77:treatment",not post-menopausal for 12 months or without previous surgical sterilization,45:76:treatment,['treatment'],treatment,treatment
3945,NCT01937884,10:23:treatment,previous bowel surgery,9:22:treatment,['treatment'],treatment,treatment
5766,NCT02043548,"16:31:treatment,45:54:treatment,56:65:treatment,67:76:treatment,89:105:treatment,109:120:treatment,124:160:treatment","No concomitant biologic agents are allowed (rituximab, anti-TNFs, abatacept) as well as cyclophosphamide or tofacitinib as concomitant immunosuppressive agents","15:30:treatment,44:53:treatment,55:64:treatment,66:75:treatment,88:104:treatment,108:119:treatment,123:159:treatment",['treatment'],treatment,treatment
4053,NCT01714596,24:45:treatment,Negative culture after operative debridement if wound infection meets the Center for Disease control and Prevention (CDC) criteria,23:44:treatment,['treatment'],treatment,treatment
1921,NCT02210078,15:44:treatment,have received anti-thymocyte globulin (ATG),14:43:treatment,['treatment'],treatment,treatment
377,NCT01464034,"1:14:treatment,",Major surgery within 21 days prior to first dose,0:13:treatment,['treatment'],treatment,treatment
4251,NCT00799864,"19:38:treatment,",Use of disallowed concomitant therapy from 4 weeks prior to the baseline visit,18:37:treatment,['treatment'],treatment,treatment
5053,NCT02504866,"56:73:treatment,75:96:treatment,98:128:treatment,130:138:treatment,142:153:treatment,155:183:treatment,185:199:treatment,274:278:treatment,282:291:treatment,293:298:treatment,300:304:treatment,306:311:treatment,313:325:treatment,329:345:treatment,347:353:treatment,355:379:treatment,381:389:treatment","Have metal that would make an MRI scan unsafe such as: cardiac pacemaker, insulin infusion pump, implanted drug infusion devise, cochlear or ear implant, transdermal medication patch (nitroglycerine), any metallic implants or objects, body piercing that cannot be removed, bone or joint pin, screw, nail, plate, wire sutures or surgical staples, shunts, cerebral aneurysms clips, shrapnel or other metal embedded (such as from war wounds or accidents or previous work in metal fields or machines that may have left any metallic fragments in or near your eyes)","55:72:treatment,74:95:treatment,97:127:treatment,129:137:treatment,141:152:treatment,154:182:treatment,184:198:treatment,273:277:treatment,281:290:treatment,292:297:treatment,299:303:treatment,305:310:treatment,312:324:treatment,328:344:treatment,346:352:treatment,354:378:treatment,380:388:treatment",['treatment'],treatment,treatment
4490,NCT03112863,"41:55:treatment,57:76:treatment,80:99:treatment,","Those who have used products containing salicylic acid, beta hydroxyl acids or vitamins A, C, or E in the last 14 days","40:54:treatment,56:75:treatment,79:98:treatment",['treatment'],treatment,treatment
2435,NCT03168776,14:50:treatment,for emergent coronary bypass graft (CABG) surgery,13:49:treatment,['treatment'],treatment,treatment
3897,NCT01990209,1:28:treatment,Prior anti-androgen therapy,0:27:treatment,['treatment'],treatment,treatment
86,NCT02408861,"1:13:treatment,",radiotherapy must be completed at least 4 weeks prior to registration,0:12:treatment,['treatment'],treatment,treatment
6165,NCT01313533,"18:60:treatment,66:95:treatment,,120:124:treatment",Participation in another interventional investigative study of a cardiovascular drug or device within 30 days prior to CABG,"17:59:treatment,65:94:treatment,119:123:treatment",['treatment'],treatment,treatment
4947,NCT02541903,"23:32:treatment,34:41:treatment,75:90:treatment,,181:190:treatment",have completed local (radiation) therapy and have discontinued the use of corticosteroids or have been on stable dose of corticosteroids for at least 4 weeks before starting study treatment,"22:31:treatment,33:40:treatment,74:89:treatment,180:189:treatment",['treatment'],treatment,treatment
3344,NCT02442297,"53:75:treatment,",Subjects should have been off other investigational antineoplastic therapy for two weeks prior to entry in this study,52:74:treatment,['treatment'],treatment,treatment
